subject_length,message_length,num_words_subject,num_words_message,is_subject_missing,num_exclamations,num_questionmarks,num_uppercase_words,num_digits,num_urls,word_free,word_money,word_offer,word_win,word_click,word_buy,word_urgent,word_credit,word_investment,word_limited,word_guarantee,word_prize,Spam/Ham
58,614,11,98,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1
0,302,0,58,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,915,11,152,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
28,163,6,31,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28,163,6,31,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36,884,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,380,4,75,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1
22,457,5,80,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,814,5,134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
37,24,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19,328,5,63,0,1,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1
29,293,5,62,0,9,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1
0,156,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,296,5,55,0,1,1,0,2,2,0,0,1,0,1,2,0,0,0,0,0,0,1
44,33,7,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1535,3,277,0,8,0,0,0,5,2,0,3,0,1,0,0,0,0,1,0,0,1
43,207,9,41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30,428,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
90,2017,18,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,274,6,57,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1
29,20,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,609,9,81,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12,1000,2,185,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
45,1152,8,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,214,10,41,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,24,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,459,8,90,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,24,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,220,7,50,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,551,6,109,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20,758,4,120,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
0,156,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,26,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,308,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,363,6,72,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,18,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,166,4,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,693,7,119,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
29,908,5,159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
31,2434,4,427,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,10,1
7,360,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,20,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,336,6,64,0,1,1,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1
17,545,3,124,0,0,26,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
33,39,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,156,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,2164,12,384,0,5,0,0,1,5,2,0,1,0,1,0,0,0,0,0,0,0,1
44,625,7,120,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1
20,374,4,71,0,1,1,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1
39,458,7,90,0,4,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
28,162,4,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1515,7,507,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1023,7,180,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
15,542,3,109,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
25,497,6,87,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
54,501,11,94,0,0,1,0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,1
38,173,8,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1081,6,192,0,1,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1
37,24,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28,1539,7,215,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
39,361,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,87,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,79,4,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,713,4,131,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,24,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,60,0,14,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21,350,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,27,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,292,5,55,0,1,1,0,2,2,0,0,1,0,1,2,0,0,0,0,0,0,1
20,236,5,48,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24,194,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,1023,7,180,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
22,378,3,75,0,1,2,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1
45,938,6,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,519,9,101,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,60,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,111,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,268,5,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,479,10,86,0,2,0,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1
0,27,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,296,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,330,4,66,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24,471,5,101,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
17,545,3,124,0,0,26,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
24,198,6,41,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1226,8,242,0,3,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1
6,345,1,65,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22,410,3,72,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
53,1113,8,188,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
36,23,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,257,6,58,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1
32,390,4,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,202,3,37,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
21,83,3,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1020,7,180,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
21,912,4,128,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,234,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,50,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,219,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,1333,3,229,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,149,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1272,8,240,0,2,3,0,3,1,1,2,0,0,0,1,0,0,0,0,1,0,1
40,151,8,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,493,30,115,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,726,11,126,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
41,335,9,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,242,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,20,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,36,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,328,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,608,8,119,0,11,2,0,4,0,2,0,0,0,3,0,0,0,0,0,0,0,1
26,869,6,151,0,4,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42,1122,10,206,0,1,0,0,22,0,0,1,0,0,0,1,0,0,0,0,0,0,1
16,203,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,291,5,47,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,863,3,155,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
29,640,7,84,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1101,7,157,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
6,280,1,59,0,0,1,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,1
4,304,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,970,2,144,0,1,0,0,6,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24,761,4,121,0,3,2,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1
27,35,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,879,5,127,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,553,5,90,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
29,546,6,116,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
21,488,6,96,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47,218,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,2081,2,366,0,0,2,0,4,0,1,2,0,0,0,0,0,0,2,0,0,0,1
44,987,10,177,0,1,4,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1
51,1349,9,268,0,2,1,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1
21,147,4,33,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
13,593,2,109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28,76,4,29,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,546,6,116,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
28,765,6,117,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
19,295,4,52,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
22,85,3,22,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,832,9,163,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1
80,1590,15,276,0,0,0,0,8,0,6,6,0,0,0,0,0,1,0,0,0,0,1
30,98,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1026,6,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,290,3,59,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,182,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,286,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,229,9,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,499,4,87,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1
52,374,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,104,11,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,148,5,31,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
7,658,1,124,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1153,6,162,0,1,0,0,8,0,0,1,3,0,0,0,0,0,0,0,0,0,1
28,174,6,42,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,312,5,38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1052,8,172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16,332,4,65,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
25,1203,4,242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,54,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,407,10,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,619,5,117,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,977,10,188,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
56,157,12,38,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16,365,2,77,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
30,366,7,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,353,6,62,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,677,8,112,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1
33,437,6,76,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1
18,265,5,55,0,2,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24,151,5,33,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
27,612,8,106,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,1
14,343,2,64,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
22,777,5,153,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,723,5,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1166,9,180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,126,2,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,146,3,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,270,4,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,380,1,81,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
27,149,8,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,167,1,33,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
5,126,2,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,265,4,57,0,2,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,1527,6,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,211,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,169,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1072,4,183,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,343,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,43,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,562,9,97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,493,3,89,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1372,4,275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,350,2,64,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
25,536,5,112,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,794,9,139,0,10,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,357,6,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
55,918,9,176,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,147,4,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,149,8,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,306,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,552,6,116,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
45,607,9,105,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,492,8,94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,502,7,91,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1
20,1653,4,314,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1
38,812,7,149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,114,6,22,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
41,302,7,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31,215,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,1503,11,296,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
46,464,11,67,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1321,4,206,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42,528,6,89,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
38,481,8,97,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,312,4,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,290,4,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,192,17,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
78,1037,12,186,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1478,4,293,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,480,8,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,422,6,82,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1144,9,171,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1
24,848,5,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36,139,6,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
51,318,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34,1166,8,225,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,777,8,153,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21,164,5,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,175,1,34,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23,375,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,451,4,82,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
40,583,6,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,169,6,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,506,12,93,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1
17,190,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,785,12,141,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,276,9,50,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1
32,177,4,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
37,874,5,126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16,363,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,267,4,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
72,292,15,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,126,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,461,3,90,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
25,126,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,959,9,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,238,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,230,8,51,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,506,12,93,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1
54,496,11,94,0,0,1,0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,1
25,111,3,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1905,6,354,0,6,0,0,2,5,2,0,3,0,1,0,0,0,0,0,0,0,1
43,76,9,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,182,8,39,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21,310,5,67,0,2,1,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1
52,850,13,138,0,6,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,1
39,385,11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,540,5,100,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2225,5,371,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,4,0,0,1
18,153,3,26,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
27,712,5,105,0,1,0,0,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1
26,220,6,43,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
15,52,2,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1001,7,177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,650,6,125,0,17,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99,239,14,42,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1503,3,268,0,4,0,0,0,5,2,0,1,0,1,0,0,0,0,0,0,0,1
92,430,21,77,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1514,2,271,0,4,0,0,0,5,2,0,1,0,1,0,0,0,0,0,0,0,1
88,502,21,87,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,256,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,124,7,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14,151,3,31,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
14,716,3,107,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
39,596,6,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2363,7,432,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39,1164,5,195,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57,190,10,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,216,5,43,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
25,835,8,163,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1
26,641,6,125,0,17,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,448,12,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,375,13,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1484,11,268,0,4,0,0,3,5,2,0,1,0,1,0,0,0,0,0,0,0,1
35,229,11,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,471,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,250,7,48,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,21,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,1758,10,294,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13,429,3,62,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
17,389,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,120,2,28,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,745,7,133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,163,5,37,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27,652,4,125,0,17,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,640,5,128,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
32,411,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,294,20,54,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
