subject_length,message_length,num_words_subject,num_words_message,is_subject_missing,num_exclamations,num_questionmarks,num_dollarsign,exclamation_ratio,questionmark_ratio,dollarsign_ratio,num_number_dollar,num_percent,percent_ratio,num_digits,digit_ratio,num_urls,word_diversity,num_repeated_words,word_free,word_money,word_offer,word_win,word_click,word_buy,word_credit,word_investment,word_limited,word_guarantee,word_prize,word_porn,word_sex,word_loan,word_cash,word_winner,word_viagra,word_cheap,word_sale,word_billion,word_million,word_access,word_save,word_bonus,word_reward,word_gift,group_money_related,group_click_related,Spam/Ham
37,732,7,145,0,0,2,0,0.0,0.002728512960436562,0.0,0,0,0.0,0,0.0,0,0.5547945205479452,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,413,6,85,0,0,1,0,0.0,0.0024154589371980675,0.0,0,0,0.0,0,0.0,0,0.6511627906976745,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,173,6,37,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.868421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,77,2,16,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35,5,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,14,4,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,146,6,28,0,0,0,2,0.0,0.0,0.013605442176870748,2,2,0.013605442176870748,7,0.047619047619047616,0,0.7241379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,532,6,103,0,0,1,0,0.0,0.001876172607879925,0.0,0,0,0.0,0,0.0,0,0.6442307692307693,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1391,6,287,0,0,1,1,0.0,0.0007183908045977011,0.0007183908045977011,1,0,0.0,1,0.0007183908045977011,0,0.5138888888888888,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
15,296,3,63,0,0,1,2,0.0,0.003367003367003367,0.006734006734006734,2,0,0.0,3,0.010101010101010102,0,0.71875,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18,441,4,92,0,0,2,2,0.0,0.004524886877828055,0.004524886877828055,2,0,0.0,3,0.006787330316742082,0,0.7096774193548387,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18,887,4,193,0,0,3,2,0.0,0.0033783783783783786,0.0022522522522522522,2,0,0.0,3,0.0033783783783783786,0,0.5773195876288659,73,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
27,192,5,38,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7692307692307693,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,242,4,51,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7692307692307693,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,287,4,60,0,1,0,0,0.003472222222222222,0.0,0.0,0,0,0.0,0,0.0,0,0.7540983606557377,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,341,4,71,0,1,0,0,0.0029239766081871343,0.0,0.0,0,0,0.0,0,0.0,0,0.7222222222222222,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,82,6,17,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,127,4,24,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.72,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35,5,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,14,4,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,812,8,147,0,0,0,0,0.0,0.0,0.0,0,1,0.0012300123001230013,2,0.0024600246002460025,0,0.581081081081081,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,867,7,173,0,0,2,0,0.0,0.002304147465437788,0.0,0,0,0.0,0,0.0,0,0.5344827586206896,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,145,4,28,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6551724137931034,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,177,4,41,0,0,3,0,0.0,0.016853932584269662,0.0,0,0,0.0,0,0.0,0,0.7857142857142857,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,14,6,3,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35,5,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,166,4,37,0,12,0,0,0.0718562874251497,0.0,0.0,0,0,0.0,0,0.0,0,0.6578947368421053,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,137,4,31,0,0,1,0,0.0,0.007246376811594203,0.0,0,0,0.0,0,0.0,0,0.71875,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,176,2,33,0,0,1,0,0.0,0.005649717514124294,0.0,0,0,0.0,0,0.0,0,0.8529411764705882,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,145,4,28,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6551724137931034,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1220,6,206,0,1,1,0,0.000819000819000819,0.000819000819000819,0.0,0,0,0.0,0,0.0,2,0.5265700483091788,108,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,86,7,15,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35,5,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,105,1,19,0,0,1,0,0.0,0.009433962264150943,0.0,0,0,0.0,0,0.0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,489,8,79,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.675,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,474,4,96,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7216494845360825,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,906,8,161,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6604938271604939,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,618,1,132,0,2,0,0,0.0032310177705977385,0.0,0.0,0,0,0.0,0,0.0,0,0.6616541353383458,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,498,4,106,0,2,9,1,0.004008016032064128,0.018036072144288578,0.002004008016032064,1,0,0.0,2,0.004008016032064128,0,0.5794392523364486,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,116,3,23,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,429,3,82,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7469879518072289,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,290,7,58,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7288135593220338,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35,5,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,84,3,13,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,570,2,109,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6636363636363637,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35,5,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,170,2,37,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8157894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,386,6,77,0,0,0,4,0.0,0.0,0.0103359173126615,4,0,0.0,12,0.031007751937984496,0,0.6794871794871795,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,118,2,25,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2433,6,460,0,0,1,3,0.0,0.0004108463434675431,0.0012325390304026294,3,3,0.0012325390304026294,12,0.0049301561216105174,0,0.48156182212581344,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,996,6,181,0,0,0,2,0.0,0.0,0.0020060180541624875,2,4,0.004012036108324975,12,0.012036108324974924,0,0.521978021978022,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,652,5,118,0,0,0,0,0.0,0.0,0.0,0,1,0.0015313935681470138,2,0.0030627871362940277,0,0.6722689075630253,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,401,2,85,0,2,6,0,0.004975124378109453,0.014925373134328358,0.0,0,0,0.0,0,0.0,0,0.686046511627907,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,71,5,14,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.3333333333333333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,103,4,21,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,35,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,35,8,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,63,6,12,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,22,3,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,74,4,14,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,35,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,337,4,67,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7794117647058824,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,226,2,46,0,0,1,0,0.0,0.004405286343612335,0.0,0,0,0.0,0,0.0,0,0.7446808510638298,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,83,4,16,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,35,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,475,4,99,0,0,1,1,0.0,0.0021008403361344537,0.0021008403361344537,1,0,0.0,1,0.0021008403361344537,0,0.67,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,272,4,54,0,0,1,1,0.0,0.003663003663003663,0.003663003663003663,1,0,0.0,1,0.003663003663003663,0,0.8727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,166,3,33,0,0,0,1,0.0,0.0,0.005988023952095809,1,0,0.0,1,0.005988023952095809,0,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,35,3,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,265,6,54,0,0,1,1,0.0,0.0037593984962406013,0.0037593984962406013,1,0,0.0,1,0.0037593984962406013,0,0.6727272727272727,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
17,35,4,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,177,8,36,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.918918918918919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1837,4,370,0,0,5,1,0.0,0.002720348204570185,0.000544069640914037,1,3,0.001632208922742111,6,0.003264417845484222,0,0.4609164420485175,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2625,6,498,0,0,1,3,0.0,0.0003808073115003808,0.0011424219345011425,3,3,0.0011424219345011425,12,0.00456968773800457,0,0.4649298597194389,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1849,5,364,0,0,0,1,0.0,0.0,0.0005405405405405405,1,1,0.0005405405405405405,4,0.002162162162162162,0,0.4712328767123288,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,711,5,115,0,1,0,0,0.0014044943820224719,0.0,0.0,0,0,0.0,0,0.0,2,0.6810344827586207,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1797,3,319,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.534375,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,227,12,47,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8333333333333334,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,141,7,32,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8484848484848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,35,6,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,402,4,84,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6470588235294118,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11,215,2,44,0,0,1,0,0.0,0.004629629629629629,0.0,0,0,0.0,0,0.0,0,0.8222222222222222,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
33,672,6,138,0,0,3,2,0.0,0.004457652303120356,0.0029717682020802376,2,0,0.0,4,0.005943536404160475,0,0.5323741007194245,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
29,108,7,22,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.782608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,35,6,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1537,6,296,0,1,0,0,0.0006501950585175553,0.0,0.0,0,0,0.0,0,0.0,0,0.494949494949495,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,378,2,76,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6623376623376623,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,176,2,37,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8421052631578947,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,643,3,128,0,0,1,0,0.0,0.0015527950310559005,0.0,0,0,0.0,0,0.0,0,0.6356589147286822,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,101,4,21,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,381,8,76,0,0,0,1,0.0,0.0,0.002617801047120419,1,0,0.0,1,0.002617801047120419,0,0.6363636363636364,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,654,4,128,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5813953488372093,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,294,5,56,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8245614035087719,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1351,3,219,0,0,0,1,0.0,0.0,0.0007396449704142012,1,0,0.0,2,0.0014792899408284023,0,0.6090909090909091,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,346,3,69,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7285714285714285,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,324,7,57,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.6896551724137931,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,615,2,119,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.65,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,100,4,16,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,130,5,24,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,76,2,17,0,2,0,0,0.025974025974025976,0.0,0.0,0,0,0.0,0,0.0,0,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1452,2,270,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5350553505535055,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,35,5,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,250,5,42,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.813953488372093,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,29,4,5,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,35,8,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,26,4,4,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,648,2,118,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.48739495798319327,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,135,5,21,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.7727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,270,6,46,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.5106382978723404,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,544,6,101,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,1,0.7254901960784313,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,350,2,73,0,0,1,0,0.0,0.002849002849002849,0.0,0,0,0.0,0,0.0,0,0.7837837837837838,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,136,2,27,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,893,3,177,0,1,1,0,0.0011185682326621924,0.0011185682326621924,0.0,0,0,0.0,0,0.0,0,0.5730337078651685,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,451,3,85,0,0,1,0,0.0,0.0022123893805309734,0.0,0,0,0.0,0,0.0,0,0.7093023255813954,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,235,3,46,0,0,1,0,0.0,0.00423728813559322,0.0,0,0,0.0,0,0.0,0,0.6808510638297872,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,304,5,59,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.8166666666666667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,439,5,90,0,1,0,0,0.0022727272727272726,0.0,0.0,0,0,0.0,0,0.0,0,0.7582417582417582,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,459,4,93,0,0,3,0,0.0,0.006521739130434782,0.0,0,0,0.0,0,0.0,0,0.6702127659574468,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
